ID;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
24080;27;self-employed;married;professional.course;no;no;no;telephone;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.663;5195.8;yes
18574;31;admin.;married;high.school;no;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
39205;29;admin.;single;unknown;no;yes;no;cellular;mar;mon;1;999;0;nonexistent;-1.8;93.369;-34.8;0.652;5008.7;yes
28106;32;blue-collar;married;basic.6y;no;yes;yes;cellular;apr;fri;2;999;1;failure;-1.8;93.075;-47.1;1.479;5099.1;no
30417;30;admin.;single;university.degree;no;yes;no;cellular;apr;thu;1;0;1;success;-1.8;93.075;-47.1;1.365;5099.1;yes
41128;31;admin.;single;high.school;no;yes;no;cellular;nov;wed;2;999;0;nonexistent;-1.1;94.767;-50.8;1.044;4963.6;yes
39408;27;admin.;single;university.degree;no;no;no;cellular;apr;tue;1;12;1;success;-1.8;93.749;-34.6;0.638;5008.7;yes
30023;23;admin.;single;university.degree;no;no;no;cellular;apr;wed;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;yes
36508;33;blue-collar;married;professional.course;no;yes;no;cellular;jun;wed;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no
36092;26;blue-collar;single;university.degree;no;yes;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
40608;51;unemployed;married;high.school;no;unknown;unknown;telephone;sep;fri;1;999;2;failure;-1.1;94.199;-37.5;0.883;4963.6;no
31503;45;entrepreneur;married;university.degree;no;yes;no;cellular;may;wed;4;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;yes
10498;29;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
2201;57;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
17571;43;admin.;married;high.school;no;no;yes;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
38758;53;housemaid;married;basic.4y;no;no;yes;telephone;nov;wed;1;3;1;success;-3.4;92.649;-30.1;0.715;5017.5;yes
11016;31;blue-collar;married;basic.9y;no;yes;no;telephone;jun;wed;4;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;yes
16920;30;admin.;single;university.degree;no;yes;no;cellular;jul;thu;8;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
19440;46;management;married;high.school;no;yes;yes;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;yes
24028;48;admin.;married;university.degree;no;no;no;telephone;oct;wed;1;999;0;nonexistent;-0.1;93.798;-40.4;4.936;5195.8;yes
37602;73;retired;married;basic.4y;no;no;no;cellular;aug;mon;1;999;0;nonexistent;-2.9;92.201;-31.4;0.861;5076.2;yes
20598;54;blue-collar;married;basic.9y;unknown;yes;no;cellular;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
15037;30;blue-collar;single;basic.9y;no;yes;no;telephone;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
2293;31;management;single;university.degree;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
17291;46;student;single;unknown;no;yes;no;telephone;jul;fri;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
38612;30;admin.;single;university.degree;no;no;no;cellular;nov;mon;1;999;0;nonexistent;-3.4;92.649;-30.1;0.722;5017.5;yes
17746;47;services;divorced;professional.course;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
26232;44;technician;single;university.degree;no;no;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
13471;30;services;single;high.school;no;no;no;cellular;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
19868;53;blue-collar;married;basic.4y;unknown;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
38806;29;admin.;single;university.degree;no;no;no;cellular;nov;fri;1;3;2;success;-3.4;92.649;-30.1;0.714;5017.5;yes
31772;34;technician;married;university.degree;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
37085;45;admin.;married;university.degree;no;yes;no;telephone;jul;thu;3;999;0;nonexistent;-2.9;92.469;-33.6;0.969;5076.2;no
32775;34;services;divorced;basic.9y;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
16343;29;blue-collar;single;basic.9y;unknown;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
28696;45;services;divorced;basic.4y;no;no;yes;cellular;apr;thu;1;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;yes
37646;34;admin.;single;university.degree;no;no;yes;cellular;aug;tue;1;999;1;failure;-2.9;92.201;-31.4;0.859;5076.2;no
1710;39;admin.;married;high.school;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
40763;30;technician;single;university.degree;no;no;no;cellular;sep;thu;2;999;0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;yes
27863;60;management;single;university.degree;no;yes;yes;cellular;mar;wed;1;999;0;nonexistent;-1.8;92.843;-50;1.602;5099.1;yes
20375;33;technician;married;professional.course;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
40744;19;student;single;basic.6y;no;yes;no;cellular;sep;thu;2;6;4;success;-1.1;94.199;-37.5;0.879;4963.6;yes
154;40;blue-collar;married;unknown;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
11058;46;admin.;married;basic.9y;unknown;yes;no;telephone;jun;wed;14;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
32317;35;admin.;single;university.degree;no;yes;no;cellular;may;fri;1;12;1;success;-1.8;92.893;-46.2;1.313;5099.1;yes
35564;37;management;divorced;university.degree;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;yes
31282;51;blue-collar;married;basic.9y;unknown;yes;no;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
38786;32;self-employed;married;university.degree;no;yes;no;cellular;nov;thu;1;6;3;failure;-3.4;92.649;-30.1;0.714;5017.5;yes
15564;26;services;single;high.school;no;no;no;cellular;jul;fri;7;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;yes
3849;56;entrepreneur;married;university.degree;no;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
23989;31;technician;single;professional.course;unknown;yes;yes;cellular;aug;fri;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
13567;25;admin.;single;high.school;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
37462;36;unemployed;married;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;-2.9;92.201;-31.4;0.873;5076.2;yes
9914;57;blue-collar;married;unknown;unknown;no;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;yes
15580;39;blue-collar;single;basic.4y;unknown;no;no;telephone;jul;fri;24;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
37763;24;student;single;unknown;no;yes;yes;cellular;aug;fri;1;3;2;success;-2.9;92.201;-31.4;0.849;5076.2;yes
28743;33;technician;married;professional.course;no;no;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;yes
40355;40;admin.;married;high.school;no;no;yes;cellular;aug;tue;2;999;0;nonexistent;-1.7;94.027;-38.3;0.899;4991.6;yes
14470;35;technician;married;professional.course;no;yes;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
11012;59;retired;married;basic.9y;no;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;yes
39182;41;admin.;divorced;university.degree;no;yes;yes;cellular;mar;fri;1;999;0;nonexistent;-1.8;93.369;-34.8;0.653;5008.7;yes
10022;45;blue-collar;divorced;basic.9y;no;yes;no;telephone;jun;thu;3;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no
37827;59;admin.;single;university.degree;no;no;no;cellular;aug;thu;3;15;1;success;-2.9;92.201;-31.4;0.829;5076.2;yes
19377;44;technician;divorced;professional.course;no;yes;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;yes
13978;38;blue-collar;divorced;basic.9y;no;unknown;unknown;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
16311;51;housemaid;married;basic.9y;no;no;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
37097;38;admin.;single;university.degree;no;yes;no;telephone;jul;mon;2;999;0;nonexistent;-2.9;92.469;-33.6;0.914;5076.2;no
29180;38;unemployed;divorced;high.school;no;yes;yes;cellular;apr;fri;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;yes
34347;29;technician;single;professional.course;no;no;no;telephone;may;thu;7;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
38393;33;admin.;married;university.degree;no;yes;no;cellular;oct;tue;2;6;1;success;-3.4;92.431;-26.9;0.737;5017.5;yes
39156;24;admin.;single;university.degree;no;yes;no;cellular;mar;wed;2;999;1;failure;-1.8;93.369;-34.8;0.655;5008.7;yes
37411;27;admin.;single;university.degree;no;yes;no;cellular;aug;wed;4;999;1;failure;-2.9;92.201;-31.4;0.879;5076.2;yes
7443;35;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
30666;32;technician;single;professional.course;no;no;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1;no
40178;51;admin.;married;university.degree;no;no;yes;cellular;jul;fri;1;999;0;nonexistent;-1.7;94.215;-40.3;0.861;4991.6;yes
39215;64;retired;married;university.degree;no;no;no;cellular;mar;tue;2;6;1;success;-1.8;93.369;-34.8;0.652;5008.7;yes
31896;54;admin.;married;high.school;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;yes
38205;35;admin.;married;university.degree;no;no;no;cellular;oct;wed;1;999;1;failure;-3.4;92.431;-26.9;0.74;5017.5;yes
29833;69;retired;divorced;basic.4y;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
18689;25;admin.;single;basic.9y;no;yes;yes;cellular;jul;thu;21;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
38025;27;admin.;single;university.degree;no;no;no;cellular;sep;wed;1;999;0;nonexistent;-3.4;92.379;-29.8;0.781;5017.5;yes
3026;28;blue-collar;married;basic.6y;no;yes;yes;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
11460;35;entrepreneur;married;university.degree;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
17871;38;unemployed;married;basic.4y;unknown;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;yes
40156;28;services;single;high.school;no;yes;no;cellular;jul;thu;1;6;1;success;-1.7;94.215;-40.3;0.846;4991.6;yes
3738;28;services;single;high.school;no;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
39487;80;retired;divorced;basic.4y;no;yes;no;telephone;apr;wed;1;999;0;nonexistent;-1.8;93.749;-34.6;0.642;5008.7;yes
35465;27;services;single;university.degree;no;yes;yes;cellular;may;mon;6;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;no
29695;33;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;3;999;2;failure;-1.8;93.075;-47.1;1.405;5099.1;no
7877;41;self-employed;married;basic.4y;no;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
35179;54;blue-collar;married;basic.4y;no;no;yes;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
30462;41;technician;married;unknown;no;yes;yes;cellular;may;mon;1;3;2;success;-1.8;92.893;-46.2;1.354;5099.1;yes
21766;30;technician;single;professional.course;no;yes;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
25378;35;admin.;single;university.degree;no;yes;no;telephone;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
6255;28;services;single;high.school;no;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
38755;23;student;single;university.degree;no;yes;no;cellular;nov;wed;1;3;2;success;-3.4;92.649;-30.1;0.715;5017.5;yes
28357;29;admin.;married;university.degree;no;yes;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;yes
11978;39;services;married;basic.6y;unknown;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no
21654;34;technician;single;university.degree;no;yes;no;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
9671;38;blue-collar;married;basic.6y;no;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
10247;50;housemaid;single;unknown;no;no;no;telephone;jun;mon;4;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;yes
27751;38;technician;married;professional.course;no;no;yes;cellular;mar;thu;1;999;0;nonexistent;-1.8;92.843;-50;1.757;5099.1;yes
36241;36;technician;married;university.degree;no;yes;no;cellular;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
5832;32;technician;single;university.degree;no;no;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
13605;38;blue-collar;single;basic.6y;no;yes;yes;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
2713;41;technician;married;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;yes
20238;34;admin.;married;university.degree;no;no;no;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
40411;45;admin.;married;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;-1.7;94.027;-38.3;0.904;4991.6;yes
17312;28;blue-collar;single;basic.9y;no;no;no;cellular;jul;fri;9;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
39749;43;technician;married;professional.course;no;no;no;cellular;may;thu;1;999;1;failure;-1.8;93.876;-40;0.699;5008.7;yes
36665;56;admin.;married;basic.9y;no;yes;no;cellular;jun;fri;1;999;1;failure;-2.9;92.963;-40.8;1.268;5076.2;no
26940;38;management;divorced;high.school;no;yes;no;telephone;nov;thu;3;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
37599;23;technician;single;university.degree;no;yes;no;cellular;aug;mon;1;999;0;nonexistent;-2.9;92.201;-31.4;0.861;5076.2;no
24084;30;admin.;married;high.school;no;yes;no;telephone;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.592;5195.8;no
28508;46;technician;married;professional.course;no;no;no;cellular;apr;tue;1;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1;yes
9962;33;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;wed;6;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
5196;59;retired;married;university.degree;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
15346;27;admin.;married;university.degree;no;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;yes
9729;32;technician;single;professional.course;no;yes;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
40263;32;admin.;single;university.degree;no;no;no;cellular;jul;tue;1;999;0;nonexistent;-1.7;94.215;-40.3;0.893;4991.6;yes
30953;58;blue-collar;single;basic.4y;unknown;no;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1;no
23311;47;admin.;divorced;university.degree;no;no;yes;cellular;aug;wed;6;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29153;39;technician;married;university.degree;no;yes;no;cellular;apr;fri;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
4400;35;blue-collar;divorced;high.school;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
40866;32;technician;married;professional.course;no;no;no;cellular;oct;wed;1;3;1;success;-1.1;94.601;-49.5;0.959;4963.6;yes
40778;50;management;married;university.degree;no;no;no;telephone;sep;tue;1;999;0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;no
4105;28;blue-collar;divorced;high.school;no;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
10685;52;blue-collar;divorced;high.school;no;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;yes
3036;38;self-employed;single;university.degree;no;no;yes;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
13016;27;admin.;single;professional.course;no;yes;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
16680;30;blue-collar;married;basic.6y;no;yes;yes;telephone;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
36229;35;blue-collar;single;professional.course;no;yes;no;cellular;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
36702;28;student;single;high.school;no;yes;no;cellular;jun;fri;3;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;yes
35497;28;admin.;single;university.degree;no;yes;no;cellular;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;yes
52;60;admin.;married;high.school;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
13189;24;blue-collar;married;basic.9y;no;unknown;unknown;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
10353;31;entrepreneur;single;basic.9y;no;no;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;yes
19640;38;services;single;high.school;no;yes;no;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
41055;27;technician;single;university.degree;no;yes;no;cellular;oct;wed;1;999;1;failure;-1.1;94.601;-49.5;1.043;4963.6;yes
21853;42;technician;married;professional.course;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
38182;28;unemployed;single;basic.4y;no;yes;no;cellular;oct;fri;2;4;1;success;-3.4;92.431;-26.9;0.752;5017.5;no
25732;40;blue-collar;married;basic.6y;no;yes;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;yes
28423;30;self-employed;single;university.degree;no;yes;no;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.435;5099.1;yes
22529;59;retired;married;basic.4y;unknown;yes;no;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
32678;38;blue-collar;married;basic.6y;no;yes;no;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
33604;38;student;divorced;unknown;no;yes;no;cellular;may;tue;3;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;no
7939;31;blue-collar;married;basic.9y;no;yes;no;telephone;jun;mon;4;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
845;53;blue-collar;married;basic.9y;unknown;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
1442;51;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;yes
37544;62;retired;married;unknown;no;no;no;cellular;aug;fri;4;999;0;nonexistent;-2.9;92.201;-31.4;0.869;5076.2;yes
34212;38;self-employed;married;basic.9y;no;no;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;yes
21737;47;blue-collar;married;basic.6y;no;no;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
29474;34;blue-collar;married;basic.9y;no;no;yes;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
28352;29;admin.;single;university.degree;no;no;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;yes
37687;33;admin.;single;university.degree;no;yes;no;cellular;aug;wed;1;1;1;success;-2.9;92.201;-31.4;0.854;5076.2;yes
33342;43;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;yes
37202;35;admin.;single;university.degree;no;no;no;cellular;aug;thu;1;999;1;failure;-2.9;92.201;-31.4;0.883;5076.2;no
4002;31;self-employed;married;university.degree;no;no;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
5084;49;technician;married;professional.course;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;yes
24985;54;entrepreneur;married;professional.course;no;no;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;yes
16232;42;entrepreneur;married;university.degree;no;yes;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
39778;49;technician;single;university.degree;no;no;no;telephone;may;mon;1;999;0;nonexistent;-1.8;93.876;-40;0.701;5008.7;no
36835;43;admin.;married;university.degree;no;no;no;cellular;jun;mon;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2;no
32348;33;blue-collar;married;basic.9y;no;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;yes
36601;21;services;single;professional.course;no;yes;yes;cellular;jun;thu;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
38797;60;unemployed;married;basic.4y;no;no;no;cellular;nov;thu;2;6;1;success;-3.4;92.649;-30.1;0.714;5017.5;yes
18660;48;technician;married;professional.course;no;yes;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
39291;46;unemployed;single;university.degree;no;no;no;cellular;mar;tue;1;10;2;success;-1.8;93.369;-34.8;0.646;5008.7;yes
23575;37;admin.;married;university.degree;unknown;no;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
39404;35;admin.;divorced;high.school;no;yes;yes;telephone;apr;thu;1;999;0;nonexistent;-1.8;93.749;-34.6;0.635;5008.7;yes
38811;31;technician;married;unknown;no;no;no;cellular;nov;fri;1;999;1;failure;-3.4;92.649;-30.1;0.714;5017.5;yes
9003;29;services;single;high.school;no;yes;no;telephone;jun;thu;3;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;yes
13427;33;admin.;married;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
40423;41;technician;divorced;university.degree;no;yes;no;cellular;aug;fri;2;6;3;success;-1.7;94.027;-38.3;0.905;4991.6;yes
30397;24;admin.;single;university.degree;no;yes;no;cellular;apr;thu;3;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
7613;49;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;yes
22698;31;technician;single;professional.course;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
38866;66;retired;married;basic.4y;no;yes;no;cellular;nov;mon;1;7;1;success;-3.4;92.649;-30.1;0.714;5017.5;yes
39460;35;services;married;professional.course;no;yes;no;cellular;apr;thu;2;6;1;success;-1.8;93.749;-34.6;0.644;5008.7;yes
5230;27;blue-collar;married;basic.9y;no;yes;yes;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
34008;33;admin.;married;university.degree;no;yes;yes;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
25821;31;admin.;married;university.degree;no;yes;no;cellular;nov;wed;2;999;1;failure;-0.1;93.2;-42;4.12;5195.8;no
26112;47;housemaid;divorced;basic.4y;unknown;yes;yes;telephone;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
2755;37;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;yes
40158;30;admin.;single;university.degree;no;no;no;cellular;jul;thu;1;6;2;success;-1.7;94.215;-40.3;0.846;4991.6;yes
34610;27;blue-collar;single;basic.9y;no;yes;yes;cellular;may;thu;4;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
40452;50;admin.;single;university.degree;no;no;no;cellular;aug;tue;1;6;2;success;-1.7;94.027;-38.3;0.904;4991.6;yes
3395;51;management;married;university.degree;unknown;no;yes;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;yes
37764;24;student;single;unknown;no;yes;no;cellular;aug;fri;1;6;1;success;-2.9;92.201;-31.4;0.849;5076.2;yes
3314;47;management;divorced;university.degree;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
37363;59;admin.;divorced;professional.course;no;no;no;cellular;aug;tue;1;999;1;failure;-2.9;92.201;-31.4;0.883;5076.2;yes
5109;39;self-employed;married;university.degree;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
5303;43;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
39079;51;technician;married;professional.course;no;no;yes;cellular;dec;mon;2;999;0;nonexistent;-3;92.713;-33;0.709;5023.5;yes
30621;44;self-employed;single;professional.course;no;yes;no;cellular;may;mon;5;999;1;failure;-1.8;92.893;-46.2;1.354;5099.1;yes
9885;24;self-employed;single;university.degree;no;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
26486;38;self-employed;married;professional.course;no;no;no;cellular;nov;thu;1;999;1;failure;-0.1;93.2;-42;4.076;5195.8;no
2037;57;management;divorced;university.degree;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
27282;39;technician;married;high.school;no;no;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;yes
40847;40;admin.;divorced;high.school;no;yes;yes;telephone;sep;wed;1;999;1;failure;-1.1;94.199;-37.5;0.886;4963.6;no
33747;28;blue-collar;single;high.school;no;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;yes
